place	latitude	longitude
Meron	32.9878	35.44087
Kiryat Shmona	33.20733	35.57212
Kiryat Shmona	33.20733	35.57212
Blue Line	40.88291	-123.98395
Blue Line	40.88291	-123.98395
Singapore	1.36667	103.8
Singapore	1.36667	103.8
Mediterranean	35.78	19.33
Mediterranean	35.78	19.33
Indian Ocean	-10	70
Indian Ocean	-10	70
Bahaa elDin Abu Ras	33.53699	36.31307
Bahaa elDin Abu Ras	33.53699	36.31307
Bahaas	NA	NA
Abdullah Azzam Mosque	-8.9221	29.9336
Abdullah Azzam Mosque	-8.9221	29.9336
Marshall Islands	7.113	171.236
Marshall Islands	7.113	171.236
Morocco	28.5	-10
Morocco	28.5	-10
Rabat	34.01325	-6.83255
Rabat	34.01325	-6.83255
Western Sahara	10.01211	105.83224
Western Sahara	10.01211	105.83224
Marrakesh	31.63416	-7.99994
Marrakesh	31.63416	-7.99994
Moroccos	NA	NA
Maghreb	30	5
Maghreb	30	5
alWalaja	NA	NA
Gilo	-7.45	-40.83333
Gilo	-7.45	-40.83333
Har Gilo	31.72119	35.1724
Har Gilo	31.72119	35.1724
Education City Stadium	38.7635	-95.0041
Education City Stadium	38.7635	-95.0041
Al Rayyan	25.29194	51.42444
Al Rayyan	25.29194	51.42444
Qatars	NA	NA
Salah alDin Street	34.5	43.65
Salah alDin Street	34.5	43.65
Wadi Gaza	15	21.5
Wadi Gaza	15	21.5
Bosnia	44	18
Bosnia	44	18
Sri Lanka	7.75	80.75
Sri Lanka	7.75	80.75
Republic of South Africa	7	21
Republic of South Africa	7	21
AlAqsa Mosque	31.77614	35.23549
AlAqsa Mosque	31.77614	35.23549
PA	12.66667	-3.95
PA	12.66667	-3.95
Oslo	59.91273	10.74609
Oslo	59.91273	10.74609
Cairo	30.06263	31.24967
Cairo	30.06263	31.24967
New York	40.71427	-74.00597
New York	40.71427	-74.00597
Belarus	53	28
Belarus	53	28
Ebel elSaqi	33.35667	35.62639
Ebel elSaqi	33.35667	35.62639
Entebbe Uganda	0.04239	32.4435
Entebbe Uganda	0.04239	32.4435
Sierra Leone	8.5	-11.5
Sierra Leone	8.5	-11.5
DRC	-17.98192	20.76806
DRC	-17.98192	20.76806
adoniaayebare	NA	NA
Namibia	-22	17
Namibia	-22	17
Shadis	NA	NA
Khreiss	NA	NA
Northern Gaza	54.77535	-105.64453
Northern Gaza	54.77535	-105.64453
Malta	35.91667	14.43333
Malta	35.91667	14.43333
Gulf of Oman	8.5	79
Gulf of Oman	8.5	79
Ankara	39.91987	32.85427
Ankara	39.91987	32.85427
Aqaba	29.52667	35.00778
Aqaba	29.52667	35.00778
California	37.25022	-119.75126
California	37.25022	-119.75126
Panjgur	26.75	64
Panjgur	26.75	64
SistanBaluchestan province	28.5	60.5
SistanBaluchestan province	28.5	60.5
Islamabad	33.72148	73.04329
Islamabad	33.72148	73.04329
Islamic Republic of Iran	32	53
Islamic Republic of Iran	32	53
RepJayapal	NA	NA
RepCori	NA	NA
BasedMikeLee	NA	NA
Texas	31.25044	-99.25061
Texas	31.25044	-99.25061
Republic of Korea	24	121
Republic of Korea	24	121
Libya	28	17
Libya	28	17
Kosovo	42.58333	20.91667
Kosovo	42.58333	20.91667
Sabra	34.83042	-1.547
Sabra	34.83042	-1.547
Shatila	42.65879	45.15632
Shatila	42.65879	45.15632
Kyiv	50.45466	30.5238
Kyiv	50.45466	30.5238
alShifa Hospital	37.76295	-122.25407
alShifa Hospital	37.76295	-122.25407
Somalia	6	48
Somalia	6	48
Yemens Red Sea	43.22368	-76.73856
Yemens Red Sea	43.22368	-76.73856
Washingtons	41.88734	-123.79979
Washingtons	41.88734	-123.79979
Rawaas	NA	NA
alMawasi district	14.3656	44.7778
alMawasi district	14.3656	44.7778
El Amal City Hospital	32.893	0.54839
El Amal City Hospital	32.893	0.54839
Ibn Sina Hospital	32.08086	20.0612
Ibn Sina Hospital	32.08086	20.0612
alAhli Arab Hospital	36.32365	-76.21842
alAhli Arab Hospital	36.32365	-76.21842
Cameroon	6	12.5
Cameroon	6	12.5
Iron Dome	-7.82463	-79.2839
Iron Dome	-7.82463	-79.2839
alAhli	NA	NA
Egypts Sinai Peninsula	30.0275	31.765
Egypts Sinai Peninsula	30.0275	31.765
Philadelphi	NA	NA
Karem Abu Salem	30.486	31.60823
Karem Abu Salem	30.486	31.60823
Kerem Shalom	31.22777	34.28459
Kerem Shalom	31.22777	34.28459
Greece	39	22
Greece	39	22
Dubai	25.07725	55.30927
Dubai	25.07725	55.30927
Bab alMandeb	12.60416	43.33557
Bab alMandeb	12.60416	43.33557
Yemens southern coast	NA	NA
Riyadh	24.68773	46.72185
Riyadh	24.68773	46.72185
Yaroun	33.08028	35.4225
Yaroun	33.08028	35.4225
Lebanons Nabatieh	NA	NA
Yiron	33.07757	35.4546
Yiron	33.07757	35.4546
Avivim	33.08892	35.47228
Avivim	33.08892	35.47228
Israels Goren	41.68181	-70.27889
Israels Goren	41.68181	-70.27889
Palestine Martyrs Cemetery	31.81333	-95.65255
Palestine Martyrs Cemetery	31.81333	-95.65255
Herzegovina	43	17.83333
Herzegovina	43	17.83333
Montenegro	42.75	19.25
Montenegro	42.75	19.25
Silicon Valley	37.37	-122.04
Silicon Valley	37.37	-122.04
Beit Shemesh	31.73072	34.99293
Beit Shemesh	31.73072	34.99293
Santa Clara	22.40694	-79.96472
Santa Clara	22.40694	-79.96472
West Banks	19.38333	-71.21667
West Banks	19.38333	-71.21667
Moldova	47.25	28.58333
Moldova	47.25	28.58333
Bern	46.94809	7.44744
Bern	46.94809	7.44744
Zurich	47.36667	8.55
Zurich	47.36667	8.55
Netivot	31.42305	34.58911
Netivot	31.42305	34.58911
IsraelPalestine	NA	NA
alDabshah	NA	NA
Khirbet Selm	33.22931	35.42407
Khirbet Selm	33.22931	35.42407
Bint Jbeil	33.11944	35.43333
Bint Jbeil	33.11944	35.43333
Ibil El Saqi	33.35667	35.62639
Ibil El Saqi	33.35667	35.62639
alTawils	NA	NA
alKhader	NA	NA
Bekaa Valley	33.83333	36
Bekaa Valley	33.83333	36
Litani River	3.3	-54.1
Litani River	3.3	-54.1
alMazraa Asharqiya	NA	NA
Masjid Omar mosque	16.36667	35.33333
Masjid Omar mosque	16.36667	35.33333
Harvey	41.61003	-87.64671
Harvey	41.61003	-87.64671
Tawfiq	33.01842	44.38071
Tawfiq	33.01842	44.38071
Road 60	18.42693	-64.62079
Road 60	18.42693	-64.62079
New York City	40.71427	-74.00597
New York City	40.71427	-74.00597
Middle East Eye	33.13906	35.85869
Middle East Eye	33.13906	35.85869
Al Maniya	41	20
Al Maniya	41	20
WestBank	49.83521	-119.62532
WestBank	49.83521	-119.62532
Thameen Darby	NA	NA
Nakba Layer	NA	NA
Mercator	NA	NA
Alaska	64.00028	-150.00028
Alaska	64.00028	-150.00028
South America	-14.60485	-57.65625
South America	-14.60485	-57.65625
AsiaPacific	NA	NA
Golan Heights	32.90485	35.80725
Golan Heights	32.90485	35.80725
Crimea	45	34
Crimea	45	34
South China Sea	51.53782	0.71433
South China Sea	51.53782	0.71433
Vietnam	16.16667	107.83333
Vietnam	16.16667	107.83333
Kashmir	30.33315	63.19089
Kashmir	30.33315	63.19089
Darbys Nakba	33.75004	-85.76147
Darbys Nakba	33.75004	-85.76147
Gaza strip	31.50161	34.46672
Gaza strip	31.50161	34.46672
Gaza Strips	31.50161	34.46672
Gaza Strips	31.50161	34.46672
NaksBilal	NA	NA
Beit Lahiya	31.5464	34.49514
Beit Lahiya	31.5464	34.49514
alMazraa	NA	NA
Mediterranean Sea	35.78	19.33
Mediterranean Sea	35.78	19.33
Ajaq	35.64005	48.84628
Ajaq	35.64005	48.84628
Silwad	31.97625	35.2613
Silwad	31.97625	35.2613
Ras Issa	34.11528	35.72278
Ras Issa	34.11528	35.72278
Hodeidah province	20.75	-75.91667
Hodeidah province	20.75	-75.91667
Rohtak	28.89447	76.58917
Rohtak	28.89447	76.58917
Haryana	29.25	76.33333
Haryana	29.25	76.33333
Uttar Pradesh	27.25	80.75
Uttar Pradesh	27.25	80.75
Lucknow	26.83928	80.92313
Lucknow	26.83928	80.92313
UP	43.62841	6.22477
UP	43.62841	6.22477
Bihar	25.75	85.75
Bihar	25.75	85.75
West Bengal	19.38333	-71.21667
West Bengal	19.38333	-71.21667
Benarasiyaa	NA	NA
Haryanas Panipat	NA	NA
Thailand	15.5	101
Thailand	15.5	101
Middle Eastern	33.13906	35.85869
Middle Eastern	33.13906	35.85869
Haryanas Jind	NA	NA
Palestinian Territories	31.92157	35.20329
Palestinian Territories	31.92157	35.20329
Ansarallah	NA	NA
Tel Avivs Hostage Square	32.08414	34.79995
Tel Avivs Hostage Square	32.08414	34.79995
majedalansari	NA	NA
Kan	12.00012	8.51672
Kan	12.00012	8.51672
West Jerusalem	31.78199	35.21961
West Jerusalem	31.78199	35.21961
Egypts	NA	NA
Bab al	35.26943	69.68085
Bab al	35.26943	69.68085
Mandeb Strait	4	100
Mandeb Strait	4	100
Lod Airport	-3.48333	23.46667
Lod Airport	-3.48333	23.46667
Ben Gurion International Airport	32.01361	34.88657
Ben Gurion International Airport	32.01361	34.88657
Munich	48.13743	11.57549
Munich	48.13743	11.57549
Sidon	33.55751	35.37148
Sidon	33.55751	35.37148
Salamehs	NA	NA
alMajzoubs	NA	NA
Tunisia	34	9
Tunisia	34	9
Bir anNaaja	33.14833	35.48167
Bir anNaaja	33.14833	35.48167
Zawayda	NA	NA
Beit Hanoon	31.5353	34.53579
Beit Hanoon	31.5353	34.53579
Kamal Adwan Hospital	29.72861	65.58722
Kamal Adwan Hospital	29.72861	65.58722
La France	45.20507	5.74629
La France	45.20507	5.74629
At Tur EastJerusalem	31.12676	31.81366
At Tur EastJerusalem	31.12676	31.81366
Mediterraneans	NA	NA
Eurasia	87	80
Eurasia	87	80
Via Maris	47.87844	27.16671
Via Maris	47.87844	27.16671
Heliopolis	36.50361	7.44278
Heliopolis	36.50361	7.44278
Gazas Great Omari Mosque	52.61244	1.72054
Gazas Great Omari Mosque	52.61244	1.72054
Jalaa Street	53.34284	-6.29197
Jalaa Street	53.34284	-6.29197
alFawakhir	NA	NA
Rafah Museum	37.7642	-122.439
Rafah Museum	37.7642	-122.439
Al Qarara Museum	31.32192	47.085
Al Qarara Museum	31.32192	47.085
Khan Younis Museum	31.34018	34.30627
Khan Younis Museum	31.34018	34.30627
Levant	34	36
Levant	34	36
Mathaf alFunduq	33.35167	44.40389
Mathaf alFunduq	33.35167	44.40389
Mathaf Hotel	-22.52488	141.31578
Mathaf Hotel	-22.52488	141.31578
Qasr AlBasha	36.21216	37.83756
Qasr AlBasha	36.21216	37.83756
Pashas Palace	34.58787	68.95091
Pashas Palace	34.58787	68.95091
Rashad El Shawa Cultural Center	34.02668	-118.20591
Rashad El Shawa Cultural Center	34.02668	-118.20591
Library of the Great Omari Mosque	-37.81408	144.95813
Library of the Great Omari Mosque	-37.81408	144.95813
Omari Mosque	32.83089	68.51905
Omari Mosque	32.83089	68.51905
HMML Reading Room	NA	NA
Othman bin Qashqar Mosque	32.21544	35.27651
Othman bin Qashqar Mosque	32.21544	35.27651
Gaza Citys Zeitoun	35.65832	65.18016
Gaza Citys Zeitoun	35.65832	65.18016
Sayed alHashim Mosque	32.92036	69.43642
Sayed alHashim Mosque	32.92036	69.43642
Old City of Gaza	38.53998	-109.49567
Old City of Gaza	38.53998	-109.49567
Mecca	21.42664	39.82563
Mecca	21.42664	39.82563
Gazas Daraj	31.41667	34.33333
Gazas Daraj	31.41667	34.33333
Great Omari Mosque	44.57143	-84.69022
Great Omari Mosque	44.57143	-84.69022
AlMasjid alOmari alKabir	35.13444	36.74545
AlMasjid alOmari alKabir	35.13444	36.74545
St John the Baptist Cathedral	30.12646	-90.47088
St John the Baptist Cathedral	30.12646	-90.47088
Byzantine Church of Jabalia	40.51923	21.26841
Byzantine Church of Jabalia	40.51923	21.26841
Byzantium	41.01384	28.94966
Byzantium	41.01384	28.94966
Monastery of Saint Hilarion	38.69789	-9.2067
Monastery of Saint Hilarion	38.69789	-9.2067
Tell Umm Amer	32.43083	37.62278
Tell Umm Amer	32.43083	37.62278
Zeitoun	34.06222	35.68528
Zeitoun	34.06222	35.68528
Saint Porphyrius	49.45981	-2.53527
Saint Porphyrius	49.45981	-2.53527
Katib alWilaya Mosque	30.72106	32.4198
Katib alWilaya Mosque	30.72106	32.4198
Holy Family Church	48.8478	-106.2478
Holy Family Church	48.8478	-106.2478
ArdalMoharbeen	NA	NA
Roman Necropolis	45.0496	5.06602
Roman Necropolis	45.0496	5.06602
